Frequency,S11,S21,S12,S22
2.79,(-0.0024836126370264386-0.007115755134240332j),(0.9575079758611924-0.2883065712004399j),(0.9575083630677392-0.2883069466090519j),(-0.0018578865976080585-0.007304158134917392j)
2.8,(-0.002498555082865846-0.007138263797916579j),(0.9572050739477727-0.2893099812569991j),(0.9572054569843509-0.28931035228334406j),(-0.0018732239700754774-0.007327263130614132j)
2.81,(-0.0025135447436831016-0.007160741117027539j),(0.9569011186083913-0.2903130724986746j),(0.9569014979348531-0.2903134410948596j),(-0.0018886097412482634-0.007350335982736284j)
2.82,(-0.0025285815250498194-0.007183187035384565j),(0.9565961115840241-0.29131584606975386j),(0.9565964862492635-0.2913162119370887j),(-0.0019040437551349403-0.007373376613642575j)
2.83,(-0.002543665310741038-0.007205601441044381j),(0.956290052248606-0.2923183005747412j),(0.9562904232150824-0.29231866399619094j),(-0.0019195261163663768-0.007396384888890711j)
2.84,(-0.0025587961186752523-0.00722798420658748j),(0.9559829418904795-0.29332043520113144j),(0.9559833087196647-0.2933207942075137j),(-0.0019350567956941903-0.007419360677125007j)
2.85,(-0.002573973846565042-0.007250335268182921j),(0.9556747798865125-0.29432224855211j),(0.9556751425880728-0.2943226031351579j),(-0.0019506355131229639-0.007442303943548672j)
2.86,(-0.0025891983768603606-0.007272654525172905j),(0.9553655670867974-0.2953237378551047j),(0.955365926110369-0.2953240899693271j),(-0.0019662623753573124-0.007465214542326933j)
2.87,(-0.0026044696001217955-0.007294941906065577j),(0.9550553037531099-0.2963249056370485j),(0.9550556586663695-0.2963252533119091j),(-0.0019819372282807437-0.007488092385463065j)
2.88,(-0.0026197876503448883-0.007317197220562374j),(0.9547439902993445-0.2973257471648503j),(0.9547443420667705-0.29732609068946075j),(-0.001997659920222104-0.007510937395137203j)
2.89,(-0.002635152295265687-0.007339420462184612j),(0.9544316270688805-0.29832626133604506j),(0.9544319746582091-0.2983266040357948j),(-0.0020134305649927068-0.007533749433408403j)
2.9,(-0.0026505635359130126-0.007361611477423798j),(0.9541182143155558-0.29932645067836594j),(0.9541185578196056-0.29932678891503806j),(-0.0020292490105956644-0.007556528412132526j)
2.91,(-0.0026660211287096577-0.0073837702433316044j),(0.9538037524681554-0.3003263104600404j),(0.9538040928505019-0.3003266445257896j),(-0.002045115239795056-0.0075792742176274035j)
2.92,(-0.00268152534029953-0.007405896542343844j),(0.9534882413476201-0.30132584124383094j),(0.9534885780914729-0.301326172796643j),(-0.002061029104181295-0.007601986771559924j)
2.93,(-0.002697075921497975-0.007427990342866666j),(0.953171682777587-0.30232504056579357j),(0.9531720158885916-0.3023253695984116j),(-0.0020769905883386143-0.007624665959829452j)
2.94,(-0.0027126726162690715-0.007450051605928473j),(0.9528540750945884-0.30332391035101774j),(0.9528544041549166-0.30332423488981675j),(-0.002092999544881114-0.007647311704229735j)
2.95,(-0.0027283156936330553-0.007472080122919882j),(0.9525354206533423-0.3043224464752281j),(0.9525357466253501-0.30432276681641696j),(-0.0021090559575545065-0.0076699238805792444j)
2.96,(-0.002744004898754145-0.007494075865067424j),(0.9522157188521256-0.30532064753615207j),(0.9522160397269596-0.3053209666921495j),(-0.0021251596826198397-0.007692502420430122j)
2.97,(-0.0027597402322972107-0.007516038699926754j),(0.9518949695089473-0.30631851409559196j),(0.9518952873106349-0.3063188290396538j),(-0.002141310840258153-0.007715047161775352j)
2.98,(-0.002775521569902276-0.007537968562138741j),(0.9515731739239786-0.30731604535999285j),(0.951573488125336-0.3073163577468432j),(-0.0021575091538998626-0.007737558073061417j)
2.99,(-0.002791348774983427-0.007559865359157026j),(0.9512503314946961-0.30831323992350385j),(0.9512506426395448-0.30831354808569983j),(-0.0021737546108460265-0.007760035029179199j)
3.0,(-0.002807221987564497-0.007581728938957798j),(0.9509264431118286-0.3093100950262877j),(0.9509267506695246-0.30931040061745135j),(-0.002190047338374493-0.007782477875762161j)
3.01,(-0.0028231409403631216-0.007603559267950007j),(0.9506015095416788-0.3103066115396819j),(0.9506018135179565-0.3103069145526363j),(-0.002206386921923021-0.007804886610656428j)
3.02,(-0.0028391056323451734-0.00762535622492204j),(0.9502755307294822-0.31130278639739606j),(0.9502758311300878-0.31130308682497254j),(-0.0022227734901602873-0.00782726107926623j)
3.03,(-0.0028551160586462784-0.00764711967917383j),(0.9499485064897376-0.31229862016005827j),(0.9499488038654925-0.31229891633712464j),(-0.0022392070405335973-0.007849601173857565j)
3.04,(-0.0028711720907068834-0.007668849578105379j),(0.949620438127601-0.3132941120422898j),(0.9496207319409458-0.3132944056202427j),(-0.0022556872889594945-0.007871906835879976j)
3.05,(-0.0028872735876425974-0.007690545842010451j),(0.9492913255979596-0.31428925897763577j),(0.9492916164032118-0.3142895482925097j),(-0.0022722143712539185-0.007894177918262487j)
3.06,(-0.0029034206758983727-0.007712208290860747j),(0.9489611696625537-0.3152840618414241j),(0.9489614569187004-0.31528434854349263j),(-0.0022887880090174516-0.007916414382288395j)
3.07,(-0.002919612950206721-0.00773383696594064j),(0.9486299693340411-0.31627851725081946j),(0.9486302539955455-0.31627880164925337j),(-0.0023054083350849443-0.007938616060524383j)
3.08,(-0.0029358506737276954-0.007755431646256435j),(0.9482977272699882-0.31727262671432466j),(0.9482980074453354-0.3172729081694361j),(-0.0023220750768287684-0.007960782934048387j)
3.09,(-0.0029521337015580205-0.007776992253667583j),(0.9479644415411571-0.3182663865317439j),(0.94796471913283-0.31826666567099987j),(-0.002338788364000685-0.007982914815068493j)
3.1,(-0.002968461757932186-0.007798518781581052j),(0.9476301138542877-0.3192597978978721j),(0.9476303884770013-0.31926007274297147j),(-0.0023555479270092774-0.008005011694824697j)
3.11,(-0.0029848349661134236-0.007820011050605072j),(0.9472947451308986-0.3202528580662872j),(0.9472950162350154-0.32025313026466057j),(-0.002372353900890078-0.008027073393950495j)
3.12,(-0.003001253320797598-0.007841468951183986j),(0.9469583342322355-0.32124556727754194j),(0.9469586018236088-0.3212458368221191j),(-0.00238920601066074-0.008049099885042052j)
3.13,(-0.0030177165347568115-0.00786289246031996j),(0.9466208815241746-0.3222379244363352j),(0.9466211461710802-0.3222381896678898j),(-0.002406104255773699-0.008071091039127124j)
3.14,(-0.0030342245998134267-0.007884281469989717j),(0.9462823879378874-0.32322992679617146j),(0.9462826500318371-0.3232301896836498j),(-0.002423048639946326-0.008093046736068992j)
3.15,(-0.003050777638283926-0.007905635800167217j),(0.9459428547927248-0.32422157358852216j),(0.9459431133929485-0.3242218338026338j),(-0.002440039029579592-0.008114966907128j)
3.16,(-0.0030673752274309437-0.00792695550239233j),(0.9456022818945838-0.3252128653743799j),(0.9456025370069769-0.3252131229080937j),(-0.0024570752852421684-0.008136851464819695j)
3.17,(-0.003084017622532338-0.007948240334489454j),(0.9452606682916609-0.3262037987607311j),(0.9452609208674253-0.32620405393324065j),(-0.002474157415563094-0.008158700298044934j)
3.18,(-0.0031007045395792894-0.007969490305654128j),(0.9449180156806398-0.32719437495662346j),(0.9449182657250076-0.32719462776289804j),(-0.0024912854248190916-0.008180513275777016j)
3.19,(-0.003117435963007186-0.007990705299857919j),(0.9445743250060586-0.32818459122344673j),(0.944574571579661-0.32818484133026654j),(-0.00250845903527653-0.008202290363337757j)
3.2,(-0.003134211869650587-0.008011885182374575j),(0.9442295951272093-0.32917444779217897j),(0.9442298388105009-0.32917469354455786j),(-0.0025256782546579466-0.008224031439492518j)
3.21,(-0.003151032250566953-0.008033029855670731j),(0.9438838269954071-0.3301639419232231j),(0.9438840681654643-0.3301641852929481j),(-0.002542943095054193-0.008245736391765962j)
3.22,(-0.0031678968044433643-0.008054139304777455j),(0.9435370219356239-0.3311530728577415j),(0.943537259654139-0.3311533135086516j),(-0.0025602532755137873-0.00826740517712894j)
3.23,(-0.0031848056568287205-0.008075213368879099j),(0.9431891788064393-0.33214184082312015j),(0.9431894130793799-0.33214207874825125j),(-0.0025776089504132094-0.008289037628762139j)
3.24,(-0.003201758640820726-0.008096251969767104j),(0.9428402985677863-0.3331302430827657j),(0.9428405303440075-0.33313047860830575j),(-0.002595009989934605-0.008310633677948204j)
3.25,(-0.0032187556024127714-0.00811725506756558j),(0.9424903819638778-0.33411828052696396j),(0.9424906112486694-0.3341185136479443j),(-0.002612456112796112-0.008332193282861248j)
3.26,(-0.003235796658886315-0.008138222482673891j),(0.9421394290171613-0.33510595008898264j),(0.9421396548736454-0.33510618046532353j),(-0.0026299476192680363-0.008353716219698746j)
3.27,(-0.003252881647537656-0.00815915415709422j),(0.9417874410565804-0.3360932510169321j),(0.94178766443259-0.33609347897781283j),(-0.002647484095163192-0.008375202530573498j)
3.28,(-0.00327001055037367-0.008180049986179631j),(0.9414344159980808-0.33708018319511157j),(0.9414346368989297-0.33708040873558903j),(-0.0026650655448240508-0.008396652063663175j)
3.29,(-0.0032871831948330164-0.008200909894742425j),(0.9410803576403505-0.3380667449032718j),(0.9410805751302433-0.33806696768033107j),(-0.0026826919890393657-0.008418064713989207j)
3.3,(-0.003304399421439764-0.00822173384588681j),(0.9407252638985261-0.339052936024299j),(0.9407254795160235-0.3390531547282321j),(-0.002700363293641197-0.008439440394255883j)
3.31,(-0.0033216594893944267-0.008242521602100053j),(0.9403691363460905-0.3400387521874552j),(0.9403693489130122-0.3400389700970957j),(-0.0027180793273733394-0.008460779027085183j)
3.32,(-0.0033389629468447875-0.008263273233348302j),(0.9400119735954341-0.34102419723054384j),(0.9400121843040844-0.34102441105847675j),(-0.002735840106918467-0.008482080487732222j)
3.33,(-0.003356309904390885-0.00828398855104732j),(0.9396537787606574-0.34200926548628163j),(0.9396539870229093-0.3420094768688623j),(-0.002753645505012929-0.008503344708165213j)
3.34,(-0.003373700343819356-0.008304667461331657j),(0.9392945510436771-0.3429939591531257j),(0.9392947559255576-0.3429941677424564j),(-0.002771495536932264-0.008524571553323748j)
3.35,(-0.0033911339485298503-0.008325309970118398j),(0.9389342895569175-0.3439782748206942j),(0.9389344920034872-0.3439784809539167j),(-0.0027893899240844285-0.008545760994164323j)
3.36,(-0.003408610977615095-0.00834591583850186j),(0.9385729975146826-0.3449622124366602j),(0.9385731965927065-0.34496241576392545j),(-0.002807328688451272-0.008566912914776821j)
3.37,(-0.0034261309663849104-0.008366485133354945j),(0.9382106724985811-0.34594576988516157j),(0.9382108700906658-0.34594597109155834j),(-0.0028253118471826245-0.008588027179359829j)
3.38,(-0.0034436941774496333-0.00838701762467188j),(0.9378473161796312-0.3469289484105206j),(0.9378475113525566-0.3469291471462173j),(-0.0028433391213740934-0.008609103759986823j)
3.39,(-0.003461300439578532-0.008407513270444948j),(0.9374829295596186-0.3479117452945171j),(0.9374831213812614-0.34791194120674057j),(-0.0028614106855667652-0.00863014249002905j)
3.4,(-0.003478949576030132-0.008427972020608533j),(0.9371175105561393-0.3488941603952306j),(0.9371177009069497-0.3488943541749955j),(-0.002879526261046005-0.008651143341969j)
3.41,(-0.003496641551967348-0.008448393756037105j),(0.9367510635998947-0.3498761904053836j),(0.9367512506109745-0.34987638135004273j),(-0.002897685715713183-0.008672106229860648j)
3.42,(-0.0035143763360568595-0.008468778366833612j),(0.9363835850640441-0.35085783646698154j),(0.9363837706143949-0.35085802527149607j),(-0.002915889223946647-0.008693030975836713j)
3.43,(-0.0035321539005120314-0.008489125752312225j),(0.9360150778360845-0.3518390965638465j),(0.9360152609943454-0.35183928287351307j),(-0.002934136513061514-0.008713917572434261j)
3.44,(-0.0035499739164000757-0.008509435926440215j),(0.9356455423213955-0.3528199696179862j),(0.9356457215415294-0.35282015470817574j),(-0.0029524275977862897-0.008734765863368707j)
3.45,(-0.0035678366471480444-0.008529708656576677j),(0.9352749773736722-0.3538004558303813j),(0.935275154828753-0.3538006367821338j),(-0.002970762360531162-0.008755575800149922j)
3.46,(-0.0035857417579540454-0.008549943948680083j),(0.9349033840157436-0.3547805524872917j),(0.9349035590954367-0.3547807309288311j),(-0.0029891406676103463-0.008776347287270283j)
3.47,(-0.0036036892177718793-0.00857014170385428j),(0.9345307635920705-0.3557602588648381j),(0.9345309363018351-0.35576043479138697j),(-0.003007562394848924-0.008797080257995906j)
3.48,(-0.0036216791413454363-0.008590301750754281j),(0.934157115578358-0.3567395735299802j),(0.9341572859236613-0.3567397469367698j),(-0.003026027722562744-0.008817774530848121j)
3.49,(-0.0036397111898000566-0.008610424098131257j),(0.9337824403867606-0.35771849540392636j),(0.9337826093069004-0.3577186666439309j),(-0.0030445362168083166-0.008838430134669523j)
3.5,(-0.0036577853340968997-0.008630508657202832j),(0.9334067393640143-0.3586970237670315j),(0.9334069053042289-0.35869719410784684j),(-0.003063088055862127-0.00885904687794579j)
3.51,(-0.0036759015332481168-0.008650555311543387j),(0.9330300122956593-0.3596751591727529j),(0.9330301758857739-0.3596753269798764j),(-0.0030816831206061596-0.008879624702850718j)
3.52,(-0.0036940599011945703-0.008670563889465696j),(0.9326522583550645-0.36065289819543556j),(0.9326524205332689-0.3606530638248002j),(-0.0031003212820309768-0.008900163523544977j)
3.53,(-0.0037122600979496477-0.008690534412383375j),(0.9322734807569933-0.3616302408400304j),(0.9322736396634036-0.36163040356557097j),(-0.0031190024142749547-0.008920663263991399j)
3.54,(-0.003730502084505659-0.008710466774032227j),(0.931893677121178-0.3626071849479133j),(0.9318938346259347-0.3626073454882039j),(-0.0031377265474203655-0.008941123793736449j)
3.55,(-0.0037487858255175776-0.008730360877340358j),(0.9315128497308124-0.36358373016717604j),(0.9315130049071171-0.36358388815585985j),(-0.0031564935597816596-0.008961545045886839j)
3.56,(-0.0037671112774833268-0.008750216606855207j),(0.9311309990048275-0.3645598754250111j),(0.9311311512219272-0.3645600324825175j),(-0.0031753031628428637-0.008981926981011532j)
3.57,(-0.0037854782474795964-0.008770033922394234j),(0.9307481237945072-0.36553562090796127j),(0.9307482743304885-0.36553577377933677j),(-0.003194155711667946-0.009002269385496456j)
3.58,(-0.003803886698301322-0.008789812727852628j),(0.9303642257964394-0.3665109622915797j),(0.9303643743112885-0.366511114587591j),(-0.0032130506039833567-0.009022572331438378j)
3.59,(-0.0038223367422735533-0.008809552851234869j),(0.9299793050864449-0.36748590211721177j),(0.9299794512928968-0.3674860518431671j),(-0.003231988186763453-0.009042835575644859j)
3.6,(-0.003840828026528822-0.008829254311200801j),(0.9295933624393847-0.36846043569842835j),(0.9295935066295449-0.3684605848405838j),(-0.003250968181770944-0.009063059107668234j)
3.61,(-0.003859360512015816-0.008848917012635505j),(0.9292063979257554-0.3694345655767283j),(0.9292065398165453-0.36943471213979895j),(-0.003269990464433608-0.009083242852225731j)
3.62,(-0.0038779343102201412-0.008868540783580368j),(0.9288184116837592-0.37040828868841447j),(0.9288185512807462-0.3704084326677474j),(-0.003289055227837949-0.009103386619562599j)
3.63,(-0.003896549223463645-0.008888125586809582j),(0.9284294041413641-0.371381603960862j),(0.9284295423785963-0.3713817457232124j),(-0.003308161868185405-0.009123490496884455j)
3.64,(-0.003915205048398602-0.008907671377258456j),(0.9280393766557493-0.3723545106942691j),(0.9280395135380288-0.3723546502369479j),(-0.003327310904670745-0.009143554197435616j)
3.65,(-0.003933901747909413-0.008927178069994423j),(0.9276483287282714-0.3733270074464866j),(0.9276484642604045-0.3733271447668124j),(-0.0033465017322306793-0.009163577810084523j)
3.66,(-0.003952639432742606-0.008946645492796819j),(0.927256261064301-0.3742990951389288j),(0.9272563943237973-0.3742992298599107j),(-0.003365734706596314-0.009183561084998092j)
3.67,(-0.0039714178936525405-0.008966073592499992j),(0.9268631753999846-0.3752707694662738j),(0.9268633063924445-0.37527090158330195j),(-0.0033850093844132643-0.009203504064041563j)
3.68,(-0.003990236935926716-0.008985462353860564j),(0.9264690696631268-0.37624203022760516j),(0.9264691986640053-0.3762421617293326j),(-0.003404325805830353-0.009223406623232802j)
3.69,(-0.004009096669489889-0.009004811604731143j),(0.926073946141865-0.3772128771045658j),(0.926074073810959-0.37721300637065913j),(-0.0034236840053716096-0.009243268618800466j)
3.7,(-0.004027997043768103-0.009024121232844927j),(0.9256778046107983-0.37818331064623234j),(0.9256779300272142-0.3781834372958458j),(-0.0034430837024162072-0.009263090044896413j)
3.71,(-0.004046937700373505-0.00904339128549714j),(0.9252806458987882-0.379153326175435j),(0.9252807690681536-0.37915345020399166j),(-0.0034625249319344613-0.009282870757734147j)
3.72,(-0.004065918744324273-0.009062621581505914j),(0.9248824697855564-0.3801229242399471j),(0.9248825918999226-0.38012304801738706j),(-0.0034820075782778966-0.00930261070138025j)
3.73,(-0.0040849399769681-0.009081812108364088j),(0.9244832769697061-0.3810921057663374j),(0.9244833968458088-0.3810922269148357j),(-0.003501531674410926-0.00932230972163438j)
3.74,(-0.004104001499354816-0.009100962675175553j),(0.9240830692189368-0.38206086646215154j),(0.9240831868624236-0.38206098497715546j),(-0.0035210969389572375-0.009341967814268088j)
3.75,(-0.004123103099300723-0.009120073242814684j),(0.9236818453863235-0.3830292064943262j),(0.9236819601343371-0.3830293239834213j),(-0.003540703408804003-0.009361584834424745j)
3.76,(-0.004142244772031064-0.00913914381054331j),(0.9232796059144309-0.38399712479618014j),(0.9232797193627821-0.38399724002601704j),(-0.0035603509725128267-0.009381160735753366j)
3.77,(-0.00416142640119067-0.009158174131675013j),(0.9228763514979778-0.3849646222972054j),(0.9228764627286065-0.38496473488020805j),(-0.003580039347468443-0.009400695515966983j)
3.78,(-0.004180647788194515-0.009177164205685465j),(0.9224720830001304-0.3859316943264527j),(0.9224721922676538-0.3859318062540711j),(-0.0035997688787206173-0.0094201888484184j)
3.79,(-0.004199908935016951-0.00919611405104764j),(0.92206680019661-0.38689834143006796j),(0.9220669081777911-0.3868984510890005j),(-0.003619539127025109-0.009439640811993234j)
3.8,(-0.004219209921393844-0.00921502343058754j),(0.9216605044561662-0.38786456293112437j),(0.9216606104789309-0.38786467192740215j),(-0.003639350016526959-0.009459051454898705j)
3.81,(-0.004238550344385512-0.009233892327867027j),(0.9212531955471016-0.3888303593760694j),(0.921253300048933-0.38883046410107686j),(-0.00365920165861259-0.009478420324560687j)
3.82,(-0.004257930365991193-0.009252720688048048j),(0.920844874352164-0.3897957260976206j),(0.9208449766618122-0.3897958281554729j),(-0.0036790938494144147-0.009497747625268817j)
3.83,(-0.004277349700404418-0.009271508331678426j),(0.9204355406447929-0.3907606636409809j),(0.9204356419269272-0.39076076541522675j),(-0.0036990264782265536-0.009517033311662981j)
3.84,(-0.004296808551858073-0.009290255294047067j),(0.92002519579657-0.3917251713349722j),(0.9200252948954408-0.39172527043433125j),(-0.0037189994917967827-0.009536276994241805j)
3.85,(-0.00431630642868923-0.009308961381153284j),(0.9196138409442588-0.3926892465150096j),(0.9196139371802152-0.3926893445400495j),(-0.0037390128888174575-0.0095554789068738j)
3.86,(-0.004335843697377409-0.0093276265529175j),(0.9192014742520487-0.3936528909391153j),(0.9192015692337593-0.39365298667330884j),(-0.003759066282884084-0.00957463879030166j)
3.87,(-0.004355419948337875-0.009346250798353559j),(0.9187880968584803-0.3946161019400456j),(0.918788190590854-0.39461619538087434j),(-0.0037791599339307073-0.009593756561719805j)
3.88,(-0.004375035259224419-0.009364833880300044j),(0.9183737108283584-0.39557887724951835j),(0.9183738017074702-0.39557896960173633j),(-0.003799293732687572-0.009612832175231251j)
3.89,(-0.004394689465771002-0.009383375894918482j),(0.9179583143203598-0.3965412186197748j),(0.9179584039587008-0.39654130867192716j),(-0.00381946723367821-0.009631865718520274j)
3.9,(-0.004414382481704629-0.009401876681504004j),(0.9175419091751859-0.39750312178575664j),(0.9175419978014964-0.39750321153428475j),(-0.0038396807570448945-0.00965085676144233j)
3.91,(-0.004434114220252288-0.00942033607952484j),(0.9171244963006224-0.39846458968841547j),(0.9171245827767418-0.39846467673363994j),(-0.003859934062212944-0.00966980541830808j)
3.92,(-0.004453884514752964-0.00943875418723277j),(0.9167060747935357-0.399425616873991j),(0.9167061600419867-0.399425701610954j),(-0.0038802268333594635-0.009688711619265402j)
3.93,(-0.004473693442051509-0.009457130767155889j),(0.9162866462556076-0.40038620468322567j),(0.9162867295825194-0.40038628870867454j),(-0.003900559335789392-0.009707575277653435j)
3.94,(-0.004493540957247605-0.009475465749398311j),(0.9158662111482171-0.4013463520608836j),(0.9158662923397418-0.4013464333710274j),(-0.003920931386191821-0.00972639616268218j)
3.95,(-0.00451342680665553-0.009493759052536696j),(0.9154447697205097-0.40230605595213254j),(0.9154448489957726-0.4023061365426715j),(-0.0039413427428188225-0.00974517439105701j)
3.96,(-0.004533350820860764-0.009512010777260375j),(0.9150223219497767-0.40326531889935846j),(0.9150224000142081-0.40326539716935017j),(-0.0039617934286711644-0.009763909757375679j)
3.97,(-0.0045533132421589325-0.009530220606631364j),(0.9145988687920512-0.40422413624977255j),(0.9145989449451-0.40422421379304696j),(-0.0039822833723172765-0.009782602309975378j)
3.98,(-0.004573313648287304-0.009548388540383779j),(0.9141744093050722-0.40518251014050277j),(0.9141744842555265-0.40518258535760404j),(-0.0040028123893300705-0.009801251819542814j)
3.99,(-0.004593352201421212-0.00956651452101689j),(0.9137489462835042-0.40614043673023076j),(0.9137490200363253-0.40614050961872644j),(-0.004023380541669935-0.009819858172205794j)
4.0,(-0.004613428687266167-0.009584598560417218j),(0.913322478576481-0.40709791615580937j),(0.9133225504261138-0.4070979883073233j),(-0.004043987587196961-0.009838421486558639j)
4.01,(-0.004633542970801379-0.009602640410896472j),(0.9128950075673464-0.40805494777063406j),(0.9128950782276094-0.4080550175879548j),(-0.004064633550731878-0.009856941555933342j)
4.02,(-0.004653695003256186-0.009620640005167496j),(0.9124665344401806-0.4090115289308333j),(0.9124666022896686-0.40901159759506983j),(-0.004085318113262557-0.009875418315245747j)
4.03,(-0.004673884779348054-0.009638597365946074j),(0.9120370573281652-0.40996766136145113j),(0.9120371239969943-0.40996772768497514j),(-0.004106041510453022-0.009893851578648678j)
4.04,(-0.004694112038022339-0.009656512417857097j),(0.9116065781344006-0.41092334082493576j),(0.911606643822016-0.4109234068073517j),(-0.004126803499980785-0.009912241466045081j)
4.05,(-0.004714377066840277-0.009674384930183669j),(0.9111750975310732-0.411878568273052j),(0.9111751620459001-0.41187863191017304j),(-0.004147603896367615-0.009930587749644651j)
4.06,(-0.004734679266014582-0.009692214992729351j),(0.9107426150820145-0.41283334224361556j),(0.9107426777085125-0.4128334051226047j),(-0.004168442802884299-0.00994889040619357j)
4.07,(-0.004755018966853657-0.00971000246441424j),(0.9103091321746134-0.41378766209874585j),(0.9103091936366406-0.413787722626926j),(-0.004189319899089379-0.009967149372912197j)
4.08,(-0.004775395692030263-0.009727747265261114j),(0.9098746490996314-0.41474152478731824j),(0.9098747086783252-0.4147415845503515j),(-0.004210235424544942-0.009985364460595302j)
