Frequency,S11,S21,S12,S22
2.66,(-0.14223457361522285-0.23127559106264323j),(0.8204016938236222-0.5032118126599302j),(0.820401724563081-0.5032117625444418j),(-0.14168714910028737-0.2316108346829515j)
2.67,(-0.14314522607877503-0.2317363629673568j),(0.8192010754525082-0.504695375176276j),(0.8192011106868904-0.5046953179852508j),(-0.14259910856463004-0.23207227019061197j)
2.68,(-0.14405721621970932-0.23219331881639124j),(0.8179979422408451-0.5061751194492611j),(0.8179979828791857-0.5061750537761754j),(-0.1435124079559667-0.2325298839487182j)
2.69,(-0.1449705260799743-0.23264645508609183j),(0.8167923114243175-0.5076510395563726j),(0.8167923566112429-0.5076509668522232j),(-0.14442703317703187-0.23298367002062623j)
2.7,(-0.1458851387568668-0.2330957700196802j),(0.8155841992436029-0.5091231369385196j),(0.8155842498930866-0.5091230558011284j),(-0.14534296359485246-0.23343363009869486j)
2.71,(-0.14680104143158315-0.23354125936138143j),(0.8143736228789479-0.5105914077772633j),(0.8143736790214006-0.5105913182322035j),(-0.14626018158233609-0.23387976175099834j)
2.72,(-0.14771820853904233-0.23398292574337043j),(0.8131605985688252-0.5120558517044399j),(0.8131606593408313-0.5120557551965937j),(-0.14717867004702637-0.23432206346089618j)
2.73,(-0.14863663135541172-0.23442076246081428j),(0.8119451426284254-0.513516464517143j),(0.8119452080550563-0.5135163610679913j),(-0.1480984113725579-0.23476053293017365j)
2.74,(-0.14955628536751206-0.2348547740279627j),(0.8107272712665771-0.5149732459868678j),(0.8107273413728034-0.5149731356179531j),(-0.14901938901619857-0.23519516961832762j)
2.75,(-0.15047715261359754-0.2352849573661031j),(0.8095069998230631-0.5164261954154794j),(0.809507075535089-0.5164260767355491j),(-0.14994158484131642-0.235625970513625j)
2.76,(-0.15139922443676915-0.23571130586566885j),(0.8082843480112547-0.5178753090130249j),(0.8082844275511826-0.5178751848694552j),(-0.1508649828624087-0.23605293604705596j)
2.77,(-0.15232247218413225-0.23613382698384833j),(0.8070593284893769-0.5193205885091471j),(0.807059413689595-0.5193204561022203j),(-0.15178956441681773-0.23647606249714315j)
2.78,(-0.15324688614252727-0.23655251253840615j),(0.8058319592616031-0.5207620291814129j),(0.8058320483339092-0.5207618913500804j),(-0.1527153099491303-0.2368953539270736j)
2.79,(-0.15417245056358625-0.23696736302342294j),(0.804602257282969-0.5221996316957167j),(0.8046023511582162-0.5221994870532352j),(-0.1536422049285056-0.23731080411582509j)
2.8,(-0.1550991392477429-0.23737838105211473j),(0.8033702378776607-0.5236333937515358j),(0.8033703356663034-0.52363324372195j),(-0.15457023342115192-0.23772241374343106j)
2.81,(-0.15602694418181712-0.23778556105340004j),(0.8021359171178822-0.5250633156063261j),(0.8021360188391956-0.5250631602072843j),(-0.15549937733073424-0.23813018019549312j)
2.82,(-0.1569558444046034-0.23818890476766613j),(0.8008993119670303-0.5264893961866483j),(0.8008994176402089-0.5264892354358429j),(-0.15642961658970028-0.2385341070044213j)
2.83,(-0.1578858225496059-0.23858841047257032j),(0.799660436866873-0.5279116328416159j),(0.7996605465110299-0.527911466756785j),(-0.1573609330974873-0.2389341917350406j)
2.84,(-0.15881685819065008-0.2389840809495838j),(0.7984193094972912-0.5293300271323759j),(0.7984194240553149-0.5293298543377961j),(-0.1582933145848845-0.23933043176326915j)
2.85,(-0.15974893813740124-0.23937591186289056j),(0.7971759450979067-0.5307445770913701j),(0.7971760636673634-0.5307443990005415j),(-0.15922673990796496-0.2397228291835221j)
2.86,(-0.16068204616060913-0.23976390334348377j),(0.7959303614895964-0.5321552805353931j),(0.7959304831605649-0.5321550985553481j),(-0.16016119628949-0.2401113806274327j)
2.87,(-0.1616161654906629-0.24014805474998477j),(0.794682572860061-0.5335621389681875j),(0.7946826985776562-0.5335619517255028j),(-0.161096662597131-0.24049608834730257j)
2.88,(-0.16255127461169985-0.24052836751098292j),(0.793432596058906-0.5349651517335876j),(0.7934327249081483-0.5349649606310176j),(-0.16203312188881186-0.24087695189521036j)
2.89,(-0.16348735787623983-0.24090484281506114j),(0.7921804453239464-0.5363643185110992j),(0.7921805791908456-0.5363641207970368j),(-0.16297056144647926-0.24125396804124977j)
2.9,(-0.16442440162064648-0.24127747572822814j),(0.7909261384032075-0.5377596373964547j),(0.7909262754340551-0.5377594358541646j),(-0.16390895594010996-0.24162714213451467j)
2.91,(-0.1653623896835955-0.24164626668285294j),(0.789669691152395-0.5391511093246443j),(0.7896698323017983-0.5391509025895842j),(-0.16484829689599245-0.24199646820870507j)
2.92,(-0.16630129690851442-0.24201122114875795j),(0.7884111195158156-0.5405387333542282j),(0.7884112629153336-0.5405385241965867j),(-0.16578856378034104-0.24236194973437056j)
2.93,(-0.16724111558978746-0.2423723339352926j),(0.7871504384757431-0.541922509984867j),(0.7871505850798617-0.5419222970401607j),(-0.16672973972439598-0.24272358657089385j)
2.94,(-0.1681818200069324-0.24272960987434747j),(0.7858876647591807-0.5433024389715478j),(0.7858878145813298-0.5433022222535558j),(-0.16767180730590667-0.2430813778162182j)
2.95,(-0.16912340308053334-0.24308304464987163j),(0.7846228124784818-0.5446785203714848j),(0.7846229655320309-0.5446782998940148j),(-0.16861475081893149-0.2434353251004844j)
2.96,(-0.17006583852110513-0.2434326424598404j),(0.7833558973646465-0.5460507554371479j),(0.7833560546159429-0.5460505298468213j),(-0.1695585486171644-0.2437854306029479j)
2.97,(-0.17100911930768922-0.2437783990390878j),(0.7820869388031091-0.5474191419635456j),(0.782087098359325-0.5474189140086538j),(-0.17050319239392092-0.24413168852688583j)
2.98,(-0.1719532202995841-0.244120320411682j),(0.7808159472923882-0.5487836817813463j),(0.7808161101197502-0.5487834501085668j),(-0.1714486622535247-0.24447410361934643j)
2.99,(-0.17289812912246066-0.24445840374080754j),(0.7795429420410819-0.5501443747592094j),(0.7795431081527174-0.55014413938246j),(-0.1723949365769392-0.2448126782926492j)
3.0,(-0.1738438291676443-0.24479264921792415j),(0.7782679378632664-0.5515012218418807j),(0.7782681063096928-0.5515009841334402j),(-0.17334200286545554-0.2451474098563268j)
3.01,(-0.17479030014338104-0.2451230609593006j),(0.7769909487306912-0.5528542234513588j),(0.7769911204851051-0.5528539820646365j),(-0.17428984553294127-0.24547830028730272j)
3.02,(-0.17573753032392506-0.2454496370682734j),(0.775711992153759-0.5542033785150707j),(0.7757121662618469-0.5542031348179337j),(-0.1752384472802021-0.2458053491713923j)
3.03,(-0.17668549828111063-0.24577238018083344j),(0.7744310827204505-0.5555486900961569j),(0.7744312591904104-0.5555484440981543j),(-0.1761877876861142-0.24612856086072293j)
3.04,(-0.1776341923340846-0.24609128848429992j),(0.7731482352978121-0.5568901574438236j),(0.7731484141378018-0.5568899091545203j),(-0.17713785434872953-0.24644793283431995j)
3.05,(-0.17858359165784785-0.24640636557873613j),(0.7718634653847618-0.5582277823854355j),(0.7718636475771898-0.5582275304672553j),(-0.17808862687641847-0.24676346959246687j)
3.06,(-0.17953368090391886-0.24671761367351125j),(0.7705767894238413-0.559561565465774j),(0.7705769740048224-0.5595613112777134j),(-0.1790400972286296-0.24707516557315656j)
3.07,(-0.18048444729381485-0.24702502945578086j),(0.7692882222176264-0.5608915061224415j),(0.7692884082162511-0.5608912510167756j),(-0.17999223642499124-0.2473830316573369j)
3.08,(-0.1814358712212903-0.24732861836211462j),(0.7679977773980009-0.5622176071230289j),(0.7679979667801407-0.5622173484240627j),(-0.18094503646904816-0.2476870623827707j)
3.09,(-0.18238793563030817-0.24762838034654525j),(0.7667054731207529-0.5635398684516604j),(0.7667056639318567-0.563539608849851j),(-0.18189848135917117-0.24798725936966404j)
3.1,(-0.18334062466432377-0.24792431703451703j),(0.7654113221503179-0.564858292404535j),(0.7654115153795586-0.5648580305691269j),(-0.18285255078380153-0.2482836274845359j)
3.11,(-0.18429392248965135-0.24821643010557679j),(0.7641153399968488-0.5661728792458175j),(0.7641155356521044-0.5661726151864785j),(-0.18380723192238602-0.24857616369113067j)
3.12,(-0.1852478132956109-0.2485047212932195j),(0.7628175437547356-0.5674836304974165j),(0.7628177408533999-0.5674833655551954j),(-0.1847625050875689-0.2488648738085022j)
3.13,(-0.18620228069547934-0.24878919158412977j),(0.7615179452983485-0.5687905480219007j),(0.7615181448363848-0.568790280872857j),(-0.18571835435304376-0.24914975972915868j)
3.14,(-0.18715730892043556-0.2490698428226749j),(0.7602165618572571-0.570093631534379j),(0.7602167628474303-0.5700933635150465j),(-0.1866747669719846-0.24943081854065052j)
3.15,(-0.18811288162286624-0.2493466761084121j),(0.7589134076526601-0.5713928848023058j),(0.7589136100981618-0.5713926159178546j),(-0.1876317239156438-0.24970805707455826j)
3.16,(-0.18906897871976155-0.24961969669587236j),(0.7576084980630774-0.5726883083967551j),(0.7576087029666084-0.5726880373300824j),(-0.18858921188757985-0.24998147169953258j)
3.17,(-0.19002558946116324-0.24988890412241127j),(0.7563018466472067-0.5739799036673221j),(0.7563020530146445-0.5739796317481634j),(-0.1895472119002009-0.25025106938728026j)
3.18,(-0.1909826969595419-0.2501542988557918j),(0.7549934693239447-0.5752676738294741j),(0.7549936781624468-0.5752673997453013j),(-0.1905057069353767-0.2505168507119237j)
3.19,(-0.19194028616430034-0.2504158838069457j),(0.7536833816018668-0.5765516177108193j),(0.753683590906477-0.5765513441022455j),(-0.19146468180848641-0.2507788186949051j)
3.2,(-0.19289833646032192-0.2506736637165715j),(0.7523715957401365-0.5778317400662141j),(0.75237180752648-0.5778314643075829j),(-0.19242412513944093-0.25103697225431676j)
3.21,(-0.19385683660345063-0.2509276374739701j),(0.7510581287837381-0.5791080410526295j),(0.7510583420486042-0.5791077644645648j),(-0.19338401620981496-0.25129131625233914j)
3.22,(-0.1948157710080128-0.2511778073541331j),(0.7497429949427924-0.5803805229093872j),(0.7497432086762684-0.5803802468056395j),(-0.19434433930450223-0.25154185307526095j)
3.23,(-0.1957751191104172-0.25142417831221414j),(0.7484262083958826-0.5816491879286029j),(0.7484264236117318-0.5816489110035304j),(-0.19530507873420125-0.2517885851622737j)
3.24,(-0.1967348665889565-0.2516667543570049j),(0.7471077840783202-0.5829140390701311j),(0.7471080007795533-0.5829137613289388j),(-0.1962662182211436-0.2520315142163187j)
3.25,(-0.19769500108631724-0.2519055329427982j),(0.7457877345271604-0.5841750775022936j),(0.7457879527167686-0.5841747989501909j),(-0.1972277477583275-0.25227064091876206j)
3.26,(-0.19865550333030962-0.25214052080890087j),(0.744466077444676-0.5854323043074995j),(0.744466296103859-0.5854320262490362j),(-0.1981896461096395-0.2525059696984019j)
3.27,(-0.19961636163248678-0.25237171627206273j),(0.7431428248434825-0.5866857245994515j),(0.7431430449947779-0.5866854457381944j),(-0.19915189830460986-0.2527375039933349j)
3.28,(-0.20057755676637445-0.2525991262058876j),(0.7418179927909415-0.5879353383462995j),(0.7418182134111494-0.58793505998218j),(-0.20011448816443567-0.25296524572046303j)
3.29,(-0.2015390726872202-0.25282275251625963j),(0.7404915942544308-0.5891811494634965j),(0.7404918153421239-0.5891808715971024j),(-0.2010774007747928-0.2531891984194937j)
3.3,(-0.20250089841157676-0.2530425944114275j),(0.7391636431904818-0.5904231606185524j),(0.7391638657747169-0.5904228819603817j),(-0.20204062063070252-0.25340936489522614j)
3.31,(-0.20346301540942685-0.25325865974485046j),(0.7378341548080053-0.5916613713290491j),(0.7378343778590349-0.5916610931720837j),(-0.2030041360558016-0.2536257436802113j)
3.32,(-0.20442540645863988-0.2534709490186282j),(0.7365031432816499-0.5928957888262826j),(0.7365033678328419-0.592895509885656j),(-0.20396792337146702-0.2538383455346446j)
3.33,(-0.2053880574920223-0.25367946668582664j),(0.7351706222026494-0.594126411487748j),(0.7351708472199232-0.5941261330517954j),(-0.2049319753827616-0.25404716553614853j)
3.34,(-0.2063509576503707-0.25388421208698475j),(0.7338366067026693-0.5953532453649415j),(0.7338368332236769-0.5953529661534422j),(-0.20589626845367046-0.25425221461209985j)
3.35,(-0.20731408281128783-0.25408519540069335j),(0.7325011100626523-0.5965762908537346j),(0.7325013360077851-0.5965760134288236j),(-0.20686079608642466-0.2544534886530798j)
3.36,(-0.20827742660348159-0.2542824124497067j),(0.7311641460531264-0.5977955509398065j),(0.7311643724600373-0.5977952740212523j),(-0.2078255391375696-0.254650995122157j)
3.37,(-0.20924096938564218-0.25447586992811877j),(0.7298257281384553-0.5990110305670696j),(0.7298259550057127-0.5990107541554229j),(-0.20879047658204644-0.25484473927485995j)
3.38,(-0.21020469597460548-0.25466557097837833j),(0.7284858718310996-0.6002227321828499j),(0.7284860991572727-0.6002224562786557j),(-0.2097556032920492-0.25503471860064103j)
3.39,(-0.21116859121436352-0.25485151879262763j),(0.7271445903015012-0.601430656387199j),(0.7271448180851594-0.6014303809909968j),(-0.2107208989324605-0.2552209392146859j)
3.4,(-0.2121326406156709-0.255033717381346j),(0.7258018958567725-0.6026348095439795j),(0.7258021240964875-0.6026345346563045j),(-0.2116863489111472-0.25540340519962934j)
3.41,(-0.21309682908155642-0.25521217003194596j),(0.7244578034274328-0.6038351917151317j),(0.7244580321217764-0.6038349173365134j),(-0.21265193803040405-0.25558211991440993j)
3.42,(-0.21406114154256112-0.25538688008102767j),(0.723112327064146-0.6050318087358909j),(0.723112556211692-0.6050315348668535j),(-0.21361765112082737-0.2557570867676374j)
3.43,(-0.21502556360068117-0.2555578516793907j),(0.7217654805839568-0.6062246620435746j),(0.7217657091252189-0.6062243899443558j),(-0.2145834781507265-0.2559283062385234j)
3.44,(-0.21599007960091432-0.2557250874939069j),(0.7204172764266961-0.6074137562870312j),(0.7204175054162363-0.6074134846960733j),(-0.2155493950813533-0.2560957893043785j)
3.45,(-0.21695467520376285-0.2558885917704879j),(0.7190677298768581-0.6085990942900988j),(0.7190679593132602-0.608598823207908j),(-0.2165153906516888-0.25625953502595417j)
3.46,(-0.21791933610346648-0.2560483687986987j),(0.7177168528369231-0.6097806782501926j),(0.7177170816545043-0.6097804089299228j),(-0.21748145557577037-0.2564195447383273j)
3.47,(-0.21888404672897105-0.2562044213909512j),(0.7163646584003667-0.610958513598246j),(0.7163648865936024-0.6109582460356741j),(-0.218447565888152-0.2565758296632273j)
3.48,(-0.21984878835942165-0.2563567577679775j),(0.7150111609895381-0.6121326026630663j),(0.7150113896212968-0.6121323356060262j),(-0.21941371490401607-0.2567283851277402j)
3.49,(-0.2208135557282166-0.25650537469921325j),(0.7136563746877204-0.6133029497278187j),(0.7136566026861892-0.6133026844223575j),(-0.2203798806542174-0.2568772247986821j)
3.5,(-0.22177832887766016-0.2566502789613282j),(0.7123003101938661-0.6144695584123577j),(0.7123005386260278-0.6144692936110202j),(-0.2213460558761-0.2570223432697681j)
3.51,(-0.22274308982842905-0.2567914797171518j),(0.7109429825899521-0.6156324318450294j),(0.7109432103799372-0.6156321687891154j),(-0.22231222184194524-0.2571637489674927j)
3.52,(-0.22370782763011238-0.2569289761631101j),(0.7095844061708015-0.6167915725602773j),(0.7095846333131763-0.6167913112455086j),(-0.2232783643399471-0.25730144653186426j)
3.53,(-0.2246725326812878-0.2570627689864195j),(0.708224590889457-0.6179469880931412j),(0.7082248184573303-0.6179467272791441j),(-0.22424446853671665-0.2574354398916614j)
3.54,(-0.22563718195755053-0.25719287066351076j),(0.7068635531221049-0.6190986785944699j),(0.7068637800335748-0.6190984195154046j),(-0.22521052028676863-0.2575657337760343j)
3.55,(-0.2266017652633775-0.25731928123222153j),(0.7055013038203802-0.620246650446633j),(0.7055015300700693-0.6202463930981906j),(-0.2261765048203925-0.2576923322050044j)
3.56,(-0.2275662679480653-0.257442004681631j),(0.7041378563875914-0.6213909057105919j),(0.7041380819701437-0.6213906500884521j),(-0.2271424080588125-0.2578152399961314j)
3.57,(-0.22853067671748906-0.25756104654346246j),(0.7027732238658035-0.6225314483868085j),(0.7027734487758835-0.6225311944866402j),(-0.22810821913573112-0.2579344565296261j)
3.58,(-0.22949497182542125-0.2576764141511346j),(0.7014074189195462-0.6236682844101726j),(0.7014076431518399-0.6236680322276339j),(-0.22907392086522638-0.2580499921576781j)
3.59,(-0.23045914837236003-0.25778810438085725j),(0.7000404545084328-0.6248014178694975j),(0.7000406780576471-0.6248011674002354j),(-0.23003949727960538-0.25816184958369515j)
3.6,(-0.23142318417266353-0.2578961309160249j),(0.6986723431583661-0.6259308503449639j),(0.6986725660192281-0.6259306015846154j),(-0.23100493576360684-0.25827003529431586j)
3.61,(-0.2323870678982531-0.25800049247073537j),(0.6973030992562957-0.6270565873519724j),(0.6973033203291337-0.6270563415131872j),(-0.23197022107685414-0.25837455283110494j)
3.62,(-0.23335078709556947-0.25810119552916666j),(0.6959327319803691-0.6281786342110571j),(0.6959329534487921-0.6281783888554038j),(-0.2329353438540243-0.258475403206977j)
3.63,(-0.2343143266693286-0.25819824364399047j),(0.694561257823812-0.6292969940940256j),(0.6945614774898601-0.6292967516463711j),(-0.2339002850759916-0.2585725948314948j)
3.64,(-0.23527767289540558-0.2582916418968491j),(0.6931886869883918-0.6304116711857044j),(0.6931889059432601-0.6304114304270104j),(-0.23486503160642025-0.25866613360890134j)
3.65,(-0.23624081208516157-0.2583813954096216j),(0.6918150311181528-0.6315226710430013j),(0.6918152493566797-0.6315224319688515j),(-0.2358295735197411-0.258756019884814j)
3.66,(-0.2372037305855172-0.25846750934423873j),(0.6904403051246827-0.6326299956422232j),(0.6904405226417264-0.6326297582481905j),(-0.23679388737431029-0.2588422663814409j)
3.67,(-0.23816640958895952-0.25854999232377956j),(0.6890645202094863-0.6337336525103202j),(0.6890647358938533-0.6337334179946131j),(-0.2377579691766082-0.25892487087537647j)
3.68,(-0.2391288445333751-0.25862884129672253j),(0.687687688262674-0.6348336454471339j),(0.6876879032134183-0.6348334126002586j),(-0.23872180459015868-0.259003837905928j)
3.69,(-0.24009101284238052-0.25870406987819466j),(0.6863098222518565-0.6359299770926986j),(0.6863100364639054-0.6359297459101971j),(-0.23968537478744795-0.25907917624060284j)
3.7,(-0.24105290934942789-0.2587756742965901j),(0.684930933628405-0.6370226532064253j),(0.6849311470967064-0.6370224236838308j),(-0.24064866685077055-0.2591508920243417j)
3.71,(-0.24201451222358447-0.2588436690469125j),(0.6835510356431074-0.6381116790705937j),(0.6835512472489159-0.6381114523964513j),(-0.24161167106522333-0.25921898575652935j)
3.72,(-0.2429758111694388-0.25890805388256705j),(0.6821701400445013-0.6391970586483261j),(0.6821703497790176-0.6391968348133297j),(-0.2425743700674714-0.25928346784160894j)
3.73,(-0.24393679797847545-0.2589688307225062j),(0.6807882581592983-0.6402787978133276j),(0.6807884671312601-0.6402785756199568j),(-0.2435367490046834-0.25934434234779946j)
3.74,(-0.24489745023816004-0.2590260135482867j),(0.6794054027803239-0.6413568994141334j),(0.6794056109847743-0.6413566788578806j),(-0.24449879963526988-0.2594016113081741j)
3.75,(-0.24585775912970953-0.2590796036409081j),(0.6780215858842888-0.6424313700881846j),(0.6780217921950381-0.6424311523479047j),(-0.24546050786102408-0.25945527955351805j)
3.76,(-0.24681770997245248-0.2591296051121182j),(0.6766368183464421-0.6435022132623681j),(0.6766370238779598-0.6435019971477476j),(-0.24642185646305614-0.25950535770944083j)
3.77,(-0.24777729539899182-0.25917602068867235j),(0.6752511131840984-0.6445694344661801j),(0.6752513168065105-0.6445692211512188j),(-0.24738283594163613-0.2595518464188613j)
3.78,(-0.24873649244229537-0.2592188639171851j),(0.6738644815222707-0.6456330397604807j),(0.6738646832269972-0.645632829235794j),(-0.24834342846162893-0.25959475569229845j)
3.79,(-0.24969529242906854-0.25925813616722126j),(0.6724769341273062-0.6466930326779393j),(0.6724771350344974-0.6466928237604359j),(-0.24930362528505393-0.2596340869429581j)
3.8,(-0.2506536867254625-0.2592938387788864j),(0.6710884857459409-0.647749418388529j),(0.6710886847202467-0.6477492122449142j),(-0.25026341318173273-0.25966984592272113j)
3.81,(-0.2516116524618878-0.259325985519368j),(0.6696991448134668-0.6488022028469489j),(0.6696993429787917-0.6488019982989548j),(-0.2512227782632999-0.25970203770234j)
3.82,(-0.25256918629751895-0.2593545741320358j),(0.6683089245586433-0.6498513899137922j),(0.6683091207760158-0.6498511881232555j),(-0.2521817035332817-0.2597306732314549j)
3.83,(-0.2535262706573831-0.2593796148178555j),(0.6669178370428467-0.6508969846640557j),(0.6669180313038695-0.65089678562153j),(-0.2531401804052425-0.2597557540062887j)
3.84,(-0.25448289182855927-0.25940111272597477j),(0.6655258912986136-0.65193899383659j),(0.6655260835949299-0.6519387975326164j),(-0.254098195797927-0.259777285928037j)
3.85,(-0.2554390375330044-0.2594190744723756j),(0.6641330993026653-0.6529774225686712j),(0.6641332907656172-0.6529772278346474j),(-0.25505573143256327-0.25979527867273594j)
3.86,(-0.25639469865699055-0.25943350080681915j),(0.6627394741343153-0.6540122748809779j),(0.6627396636177687-0.6540120828689845j),(-0.2560127840688765-0.25980973004487384j)
3.87,(-0.2573498584714845-0.25944440285689896j),(0.6613450276978465-0.6550435559980881j),(0.6613452151935549-0.6550433666986303j),(-0.2569693309659133-0.25982065426449674j)
3.88,(-0.2583045041116146-0.2594517866308239j),(0.6599497681499594-0.6560712720779025j),(0.6599499536497149-0.6560710854814755j),(-0.25792536442716585-0.25982805364114225j)
3.89,(-0.2592586220427935-0.2594556574652649j),(0.6585537080216273-0.6570954291080904j),(0.6585538915172613-0.6570952452051767j),(-0.2588808760937677-0.25983192974011676j)
3.9,(-0.26021220470705697-0.259456017608335j),(0.6571568583862814-0.6581160317055937j),(0.6571570410182928-0.6581158493397093j),(-0.25983584333260407-0.2598322969938579j)
3.91,(-0.26116523482260756-0.25945287768350384j),(0.6557592309885883-0.6591330852301854j),(0.6557594116020318-0.6591329055411851j),(-0.26079026309943437-0.2598291532140792j)
3.92,(-0.2621176996732258-0.25944624384126613j),(0.6543608361259071-0.6601465936601281j),(0.6543610135605502-0.6601464177805375j),(-0.2617441135436579-0.25982251367829523j)
3.93,(-0.2630695903960449-0.25943611697361996j),(0.6529616857234141-0.6611565649877171j),(0.6529618611216469-0.661156391763458j),(-0.2626973909918397-0.259812375492818j)
3.94,(-0.2640208912438282-0.25942250926496385j),(0.6515617888438248-0.6621630043931608j),(0.6515619621976716-0.6621628338146607j),(-0.2636500782038226-0.259798749470749j)
3.95,(-0.26497159342912835-0.25940542164249253j),(0.6501611570713559-0.6631659173683188j),(0.6501613295303222-0.6631657482912486j),(-0.26460216322579905-0.2597816426091184j)
3.96,(-0.26592167985704607-0.2593848649875254j),(0.6487598031098479-0.6641653083108783j),(0.6487599723511493-0.6641651429951353j),(-0.26555363200246473-0.2597610598367317j)
3.97,(-0.266871143242079-0.2593608416634931j),(0.6473577347527718-0.6651611836225346j),(0.6473579019259903-0.6651610209237693j),(-0.26650447862022636-0.25973700496590285j)
3.98,(-0.26781997037648464-0.2593333572796121j),(0.6459549641642128-0.6661535496118436j),(0.6459551304241832-0.6661533883930375j),(-0.2674546845643063-0.2597094876140236j)
3.99,(-0.2687681457180392-0.25930242425827243j),(0.6445515020736079-0.6671424111916435j),(0.6445516650872317-0.667142253697981j),(-0.2684042418514754-0.2596785095311829j)
4.0,(-0.26971565994082536-0.2592680429245246j),(0.6431473580097217-0.6681277744295365j),(0.6431475189319099-0.6681276195239793j),(-0.2693531349108918-0.2596440832255228j)
4.01,(-0.27066249686164495-0.2592302251044521j),(0.6417425433198455-0.6691096450170669j),(0.6417427033107065-0.6691094915699192j),(-0.2703013505896319-0.2596062144990712j)
4.02,(-0.2716086493900635-0.2591889732375354j),(0.6403370693113457-0.6700880286827414j),(0.640337226027576-0.6700878789244545j),(-0.2712488817431797-0.2595649058413859j)
4.03,(-0.27255410522775414-0.2591442937931683j),(0.6389309435300266-0.6710629319736506j),(0.638931099303036-0.6710627836593653j),(-0.27219571529022385-0.25952016307475734j)
4.04,(-0.27349885211389297-0.2590961932739102j),(0.6375241783738583-0.6720343595566662j),(0.6375243320265223-0.6720342137943114j),(-0.27314183510375956-0.25947199820484723j)
4.05,(-0.2744428778252056-0.25904467821530747j),(0.6361167857198149-0.6730023179818443j),(0.6361169360699599-0.6730021758719736j),(-0.2740872341588979-0.2594204137637967j)
4.06,(-0.27538616565578944-0.2589897599921105j),(0.634708772304476-0.6739668131440166j),(0.6347089205175038-0.6739666735642512j),(-0.2750318987609665-0.25936541498741417j)
4.07,(-0.2763287132287779-0.2589314362927272j),(0.6333001499196557-0.674927851645677j),(0.6333002959880848-0.6749277145863191j),(-0.2759758143614703-0.2593070153954284j)
4.08,(-0.2772704993982314-0.25886972337582964j),(0.6318909282628458-0.6758854379386655j),(0.6318910721792318-0.6758853033900083j),(-0.2769189771233025-0.2592452113569967j)
4.09,(-0.2782115218648109-0.258804618922106j),(0.6304811190466898-0.6768395786956609j),(0.6304812596223179-0.6768394477483868j),(-0.27786136587085764-0.25918001922788236j)
4.1,(-0.27915175883263893-0.2587361386365615j),(0.6290707302116851-0.6777902813596804j),(0.629070868618835-0.6777901529012074j),(-0.27880297377549534-0.2591114416103763j)
